word,atom_id,embedding_score,a1_cosine,a1_margin,a1_l2,top2_atom,focus_rate
constricting,PRP.narrow,0.3164,0.859588,-0.010189,7.063767,CHG.decay,0.7199
obstructer,SOC.obstruct,0.4345,0.87925,-0.010218,12.610477,SOC.homeless,0.3905
randomness,PER.sound,0.4105,0.638025,-0.010235,10.426002,PRP.murky,0.5547
taproot,BEI.root,0.626,0.917899,-0.010348,5.855126,ECO.currency,0.9547
country,SOC.nation,0.5428,0.866646,-0.010415,6.73888,WLD.realm,0.7977
parental,BEI.parent,0.7416,0.728103,-0.010541,12.18193,SOC.request,0.6479
clasp,BOD.hand,0.4221,0.891157,-0.010635,8.702103,BOD.eye,0.5535
suffer,STA.pain,0.6279,0.941637,-0.010648,6.432962,PRP.weak,0.5939
impinging,PER.touch,0.3868,0.931656,-0.010739,6.65096,BOD.eye,0.5358
forgiveness,EMO.forgiveness,0.7512,0.946834,-0.010753,8.611447,EMO.apology,0.5301
alcohol,MAT.drink,0.5441,0.88721,-0.010769,9.244281,ACT.take,0.872
habilitate,MAT.clothing,0.4902,0.942786,-0.010872,5.626621,PRP.soft,0.6776
declaration,COM.announce,0.5374,0.575287,-0.010932,11.924169,FND.information,0.4578
soma,EXS.physical_body,0.5838,0.87746,-0.010979,10.446535,FND.body,0.4746
give,ACT.give,0.5438,0.903377,-0.011078,15.282837,ACT.calm,0.4496
scorn,EMO.dislike,0.4333,0.948002,-0.01109,4.724423,SOC.criticize,0.4873
lesion,STA.wound,0.7802,0.915011,-0.011119,7.725361,STA.illness,0.7068
flow,NAT.river,0.5179,0.904811,-0.011123,5.508821,NAT.sea,0.7816
bring around,STA.healing,0.418,0.872985,-0.011244,9.311272,ACT.calm,0.4639
lay,VAL.profane,0.322,0.734766,-0.011264,7.751609,VAL.sacred,0.9765
rubbish,ECO.waste,0.639,0.912922,-0.011276,9.099417,PRP.murky,0.5435
composition,ACT.create,0.4797,0.787865,-0.011356,12.846883,ACT.build,0.6215
deaf,PER.deaf,0.7339,0.928609,-0.01144,9.43529,PER.blind,0.4955
awake,SOC.awake,0.6292,0.901797,-0.011519,6.314365,SOC.sleep,0.9336
shape,FND.spatiality,0.4999,0.904784,-0.011537,4.780823,COG.separate,0.3035
unsighted,PER.blind,0.6554,0.936485,-0.011575,6.71589,PER.deaf,0.5957
fun,FND.play,0.6163,0.895346,-0.011576,10.98196,EMO.happiness,0.5298
grasp,BOD.hand,0.3997,0.905796,-0.011645,9.117172,PER.touch,0.5789
sweetness,PER.sweet,0.775,0.936943,-0.011671,5.109974,PER.fragrance,0.5551
dissonance,PER.sound,0.6562,0.865395,-0.011706,9.117158,ECO.waste,0.7536
air,ELM.sky,0.5024,0.868922,-0.011774,9.395131,ELM.sun,0.7577
duration,TIM.period,0.641,0.645591,-0.011794,7.096768,TIM.indefinite,0.6448
skepticism,EMO.doubt,0.5559,0.929356,-0.011846,4.695223,EMO.pride,0.5816
hoist,ACT.rise,0.3777,0.897661,-0.011869,6.509936,PRP.soft,0.7779
goosey,ABS.foolish,0.4376,0.810899,-0.011911,8.813343,EMO.anxiety,0.5469
calm down,ACT.calm,0.5366,0.866485,-0.011984,8.653983,ACT.give,0.4865
joyfulness,EMO.joy,0.7117,0.867814,-0.01202,6.686549,EMO.satisfaction,0.5439
pain,STA.pain,0.6901,0.905518,-0.012087,7.984265,ACT.lose,0.6657
scrape,STA.wound,0.5063,0.8938,-0.012095,10.924645,STA.pain,0.4026
physique,EXS.physical_body,0.5838,0.95615,-0.012134,6.111005,FND.body,0.6022
coxa,BOD.hip,0.5988,0.828247,-0.012136,10.775273,PRP.part,0.5147
speak,COM.speak,0.5545,0.895634,-0.012218,9.582538,ECO.price,0.4315
fearlessness,EMO.courage,0.5164,0.952379,-0.012241,5.592056,EXS.spirit,0.5407
sculpt,WLD.art,0.4394,0.864745,-0.012264,13.091966,ACT.make,0.4378
rotting,CHG.decay,0.6058,0.884755,-0.012328,11.115318,ACT.dissolve,0.5681
conflict,COM.conflict,0.6286,0.921876,-0.012386,6.687303,SOC.attack,0.5225
gustatory sensation,PER.taste,0.7418,0.943717,-0.012422,6.447939,PRP.strong,0.5862
countless,FND.numberless,0.4389,0.885493,-0.012432,5.778276,VAL.sacred,0.8391
saltiness,PER.salty,0.7881,0.94128,-0.012436,8.040023,PER.sweet,0.5523
care,EMO.anxiety,0.4874,0.929823,-0.012437,5.25079,EMO.worry,0.6773
get up,ACT.stand,0.3711,0.907496,-0.012455,7.519308,ACT.go,0.6022
approach,TIM.come,0.4436,0.880211,-0.012505,5.009151,ACT.give,0.3489
go up,ACT.rise,0.3892,0.946199,-0.012622,7.369937,PRP.clean,0.6397
fellow,BEI.male,0.3113,0.912347,-0.012658,5.909672,EMO.patience,0.7358
submerge,ACT.sink,0.5487,0.858056,-0.01268,6.067773,PRP.soft,0.3494
ask,SOC.request,0.4638,0.931702,-0.012707,9.615343,BEI.parent,0.6484
soul,EXS.spirit,0.607,0.918086,-0.012778,11.779229,FND.consciousness,0.4071
detest,EMO.hate,0.4719,0.932122,-0.01279,6.543387,EMO.shame,0.5056
absurd,LOG.unreason,0.4082,0.838928,-0.012803,6.922427,EMO.despair,0.5416
sense of smell,PER.smell,0.5388,0.916837,-0.012813,9.216591,MAT.naked,0.5273
confederation,REL.together,0.3937,0.845068,-0.012843,9.310423,SOC.family,0.7408
ignorant,COG.unlearned,0.5824,0.924466,-0.012886,7.832139,VAL.incorrect,0.5067
cerebrate,COG.think,0.5895,0.934091,-0.012907,5.362253,COG.know,0.9224
weakly,PRP.weak,0.6083,0.953788,-0.012922,6.273149,PER.tasteless,0.6518
figure,FND.number,0.4211,0.768099,-0.012962,13.992282,FND.uninformed,0.4983
banknote,ECO.currency,0.5148,0.87752,-0.012979,9.794807,PER.sweet,0.6197
wishing,EMO.wish,0.6917,0.915788,-0.01299,5.58185,EMO.hope,0.5182
job,SOC.work,0.5443,0.848238,-0.01304,9.951988,ECO.pay,0.6306
risk,STA.danger,0.6252,0.93415,-0.013088,5.361903,PER.numb,0.4586
undertaking,SOC.work,0.4719,0.766892,-0.013103,7.789862,ECO.pay,0.5494
moon,ELM.moon,0.5576,0.829677,-0.013105,7.984553,ELM.night,0.5005
concern,EMO.worry,0.5777,0.936259,-0.013139,4.769625,ABS.foolish,0.6773
design,ACT.make,0.6396,0.738787,-0.013251,11.555952,ACT.build,0.5053
scent,PER.smell,0.7093,0.907189,-0.013296,8.699361,PER.sweet,0.561
interrogate,COM.question,0.4373,0.821105,-0.013308,7.183115,COM.teach,0.3463
dissipation,ACT.dissolve,0.3295,0.849618,-0.013354,12.153443,CHG.decay,0.6833
sink,ACT.descend,0.55,0.908495,-0.01337,8.004725,CHG.retreat,0.7866
scented,PER.sweet,0.3474,0.944969,-0.013529,6.369378,BOD.face,0.6061
shape,EXS.physical_body,0.5838,0.919177,-0.013545,6.589068,PRP.hard,0.8285
generator,ACT.make,0.3932,0.855744,-0.013564,10.433574,ACT.build,0.6426
work,ACT.build,0.3704,0.889256,-0.013593,7.352443,EXS.matter,0.7824
return,ECO.income,0.4806,0.750014,-0.013659,10.143826,ECO.earn,0.5424
pressure,PER.touch,0.4406,0.918664,-0.013747,7.061665,BOD.eye,0.4965
eternity,FND.timeless,0.5378,0.927301,-0.013754,8.195443,FND.ahistorical,0.4673
self,ABS.self,0.6381,0.917983,-0.013781,9.605952,FND.consciousness,0.5924
unskilled,WLD.unskilled,0.6004,0.937068,-0.013782,5.851469,COG.mindless,0.8177
touch,PER.touch,0.6304,0.944179,-0.013829,6.374424,BOD.eye,0.6101
unlettered,COG.unlearned,0.5824,0.943188,-0.013888,5.707933,COG.ignorance,0.6075
dense,PRP.heavy,0.3658,0.948311,-0.013928,5.221714,PRP.hard,0.7542
elevate,ACT.rise,0.5255,0.961408,-0.013969,4.60869,ACT.ascend,0.6202
passion,EMO.love,0.4709,0.945963,-0.013977,6.134208,EMO.forgiveness,0.6653
doubtfulness,EMO.doubt,0.5986,0.955953,-0.013994,3.828904,EMO.desire,0.6679
feeble,PRP.weak,0.6083,0.962126,-0.014003,6.19707,PER.tasteless,0.6005
consciousness,FND.consciousness,0.5568,0.941542,-0.014007,7.89998,EXS.spirit,0.6058
silent,COM.muteness,0.6585,0.921807,-0.014043,5.629387,EMO.doubt,0.9336
texture,PER.touch,0.7138,0.909115,-0.014057,7.770748,BOD.eye,0.5728
reverse,SPC.reverse,0.4343,0.820715,-0.014062,6.567372,ELM.sky,0.3292
blockade,SOC.obstruct,0.4381,0.821788,-0.014085,12.878633,STA.war,0.5335
light,PRP.light,0.5586,0.949567,-0.014154,10.531012,PER.untouched,0.3802
tell,COM.speak,0.3168,0.877505,-0.014161,11.361187,VAL.truth,0.4688
exemption,ABS.exempt,0.6596,0.928018,-0.014175,9.771411,EMO.doubt,0.5996
nescient,COG.unlearned,0.5824,0.918588,-0.014222,5.210751,COG.confusion,0.7765
practise,COM.practice,0.6014,0.888212,-0.0143,12.313873,COG.separate,0.4381
break down,STA.illness,0.5394,0.876899,-0.014318,9.787833,PER.blind,0.6512
tactile sensation,PER.touch,0.4979,0.926161,-0.014337,6.303,BOD.eye,0.5767
minor,PRP.small,0.4663,0.870002,-0.014365,8.322632,ACT.go,0.6752
reason,FND.mind,0.4498,0.866086,-0.014378,11.038967,COG.intention,0.3761
wetness,ELM.water,0.4495,0.86072,-0.014397,8.041047,PER.touch,0.7076
short,PRP.short,0.5056,0.920979,-0.014423,5.995883,SPC.outside,0.6449
moonlight,ELM.moon,0.4908,0.798926,-0.014507,10.545024,ELM.sky,0.4552
pitch-black,PRP.dark,0.5661,0.911739,-0.014524,10.058721,ELM.darkness,0.6096
sweet-smelling,PER.sweet,0.3474,0.888737,-0.014531,6.693097,BOD.face,0.5702
model,ACT.create,0.5042,0.756583,-0.014557,13.453818,WLD.science,0.5649
grease,ELM.earth,0.3222,0.828656,-0.014563,6.972456,ELM.fire,0.9654
pawn,MAT.tool,0.415,0.894413,-0.014719,6.308583,PRP.cold,0.6223
presence,EXS.presence,0.6724,0.861728,-0.014803,11.235998,EXS.life,0.4711
nipper,BEI.child,0.4111,0.906401,-0.014838,7.550799,ACT.leave,0.8344
trouble,STA.pain,0.5794,0.909333,-0.014854,8.309511,STA.poverty,0.5785
want,EMO.wish,0.6917,0.942514,-0.014953,7.114528,EMO.hope,0.7566
depression,EMO.unhappiness,0.6284,0.888774,-0.014954,11.964619,EMO.despair,0.5334
vesture,MAT.clothing,0.6394,0.92328,-0.014998,6.184728,BOD.face,0.6532
vexation,EMO.worry,0.5777,0.952494,-0.015071,4.128371,ABS.foolish,0.6491
aromatic,PER.smell,0.3823,0.942699,-0.015114,6.251311,ACT.sit,0.6017
sorrowfulness,EMO.unhappiness,0.5324,0.933578,-0.015116,5.518008,EMO.worry,0.5874
wearing apparel,MAT.clothing,0.5881,0.938834,-0.015125,6.748249,PRP.small,0.4939
anserine,ABS.foolish,0.4376,0.893458,-0.01517,6.817259,WLD.uncultured,0.5257
close up,SOC.obstruct,0.4288,0.917366,-0.015195,5.491643,PRP.hard,0.6459
enjoyment,EMO.pleasure,0.7149,0.925018,-0.015195,4.899283,EMO.happiness,0.3627
broken,COG.confusion,0.4418,0.888563,-0.015196,6.94468,LOG.unreason,0.4932
bring in,ECO.earn,0.3925,0.893592,-0.015215,5.987605,WLD.art,0.6484
read,COG.know,0.3168,0.911013,-0.015226,7.900395,COG.remember,0.5187
think,FND.mind,0.6262,0.911268,-0.015229,12.561799,COG.learn,0.4852
preference,EMO.like,0.4263,0.874786,-0.015257,6.115923,EMO.satisfaction,0.9602
lightness,PRP.light,0.5586,0.95042,-0.015263,4.1676,PRP.bright,0.9524
grime,ELM.earth,0.3869,0.842014,-0.015269,6.431873,PRP.wet,0.9748
conclusion,CHG.end,0.5657,0.780573,-0.015277,7.327151,TIM.past,0.3028
lose,ECO.loss,0.4828,0.915,-0.015281,8.727801,STA.poverty,0.6102
dry out,PRP.dry,0.3986,0.896888,-0.015355,7.221045,NAT.sea,0.8085
faith,WLD.religion,0.5628,0.864203,-0.015366,8.653684,WLD.nonscience,0.4754
impede,SOC.obstruct,0.4288,0.898396,-0.015392,6.371117,COM.conduct,0.3138
nirvana,COG.enlightenment,0.4508,0.825915,-0.015438,15.367868,ABS.self,0.3801
genetic disorder,STA.illness,0.4056,0.800531,-0.015444,10.458915,STA.wound,0.5002
withdrawal,CHG.retreat,0.5089,0.838973,-0.015445,14.997959,TIM.come,0.3896
level,FND.transformation,0.4348,0.831662,-0.015446,8.625714,CHG.end,0.7055
footstep,BOD.foot,0.3952,0.884289,-0.015474,6.723061,ACT.move,0.7061
delectation,EMO.pleasure,0.7149,0.897385,-0.015492,8.204879,EMO.happiness,0.5651
smell,PER.stench,0.7296,0.931025,-0.015523,12.642106,WLD.artless,0.5159
dread,EMO.fear,0.5552,0.904065,-0.015548,6.369627,EMO.anxiety,0.7952
recall,FND.memory,0.5726,0.931511,-0.015624,5.256195,COG.remember,0.5886
redress,VAL.correct,0.3619,0.878731,-0.015649,5.539857,FND.language,0.3218
inhibit,SOC.obstruct,0.4387,0.8715,-0.015652,9.292687,ECO.price,0.3353
go,ACT.go,0.4441,0.933818,-0.015658,4.926397,PRP.blunt,0.3598
unproblematic,PRP.easy,0.3788,0.547389,-0.015694,6.956464,VAL.sacred,0.5585
design,ACT.create,0.686,0.794206,-0.015709,13.66894,COM.question,0.4671
wrong,VAL.incorrect,0.6235,0.879283,-0.015791,4.814707,VAL.falsehood,0.455
body politic,SOC.nation,0.4879,0.876253,-0.015796,7.911,SOC.public,0.7665
bruise,STA.wound,0.3318,0.87004,-0.015871,11.294365,WLD.artless,0.473
reflect,COG.think,0.36,0.940546,-0.015938,5.136212,COG.know,0.5858
aging,PRP.aged,0.6442,0.901275,-0.015949,10.596101,EXS.death,0.5625
continue,CHG.stay,0.323,0.888211,-0.015985,6.046486,STA.comfort,0.7179
material body,EXS.physical_body,0.5838,0.909354,-0.016039,9.572361,FND.body,0.4969
eye,BOD.eye,0.6176,0.916716,-0.016206,7.879804,BOD.face,0.4856
dry,PRP.hard,0.4547,0.928807,-0.016223,6.317555,PER.salty,0.6686
shadowy,ELM.darkness,0.4409,0.94889,-0.01625,3.881008,PER.stench,0.5506
criticize,SOC.criticize,0.6115,0.769546,-0.01627,12.139675,WLD.uncultured,0.5109
unsufferable,PRP.impossible,0.4607,0.821339,-0.016302,11.811612,EXS.death,0.6361
nude,MAT.naked,0.5344,0.913368,-0.016399,6.411659,PER.delicious,0.7582
smelling,PER.smell,0.7778,0.860074,-0.016528,9.692552,ACT.go,0.5792
trust,EMO.trust,0.6284,0.935621,-0.016539,8.227629,EMO.love,0.5842
retentiveness,FND.memory,0.6025,0.938898,-0.016563,4.943206,COG.remember,0.523
liberation,ABS.release,0.4408,0.93787,-0.016606,6.044994,ACT.calm,0.5125
pocket-sized,PRP.small,0.4663,0.937296,-0.016625,4.648406,PRP.clean,0.9285
rest,ACT.lie_down,0.6028,0.925627,-0.016649,7.527951,SOC.rest,0.5906
low,PRP.low,0.397,0.885592,-0.016794,7.131936,PER.odorless,0.6864
defenseless,MAT.naked,0.3991,0.950913,-0.016801,5.655473,PER.blind,0.7847
clothes,MAT.clothing,0.5881,0.842391,-0.016835,8.10499,BOD.face,0.6275
kinship,SOC.family,0.598,0.844337,-0.016864,10.871747,STA.peace,0.6551
inexperience,WLD.unskilled,0.5521,0.929318,-0.016889,6.087051,EMO.pride,0.8142
anatomy,EXS.physical_body,0.5838,0.85749,-0.016918,12.165001,BOD.hip,0.507
dangerous,STA.danger,0.6526,0.924145,-0.016941,12.022895,SOC.attack,0.5166
interest,EMO.worry,0.3079,0.912399,-0.016996,6.782642,EMO.despair,0.3745
smooth,PRP.smooth,0.5748,0.903039,-0.017012,6.016177,PRP.bright,0.7808
wish well,EMO.wish,0.6702,0.936366,-0.017069,6.669436,EMO.hope,0.6037
free,ABS.exempt,0.6354,0.803063,-0.017105,8.387817,SOC.citizen,0.4906
vex,EMO.worry,0.4951,0.93648,-0.017139,6.776858,EMO.anxiety,0.5764
ignominy,EMO.shame,0.4981,0.886411,-0.017145,11.289646,PRP.difficult,0.463
check,COG.learn,0.4318,0.819906,-0.017159,6.063031,COM.question,0.403
parting,ACT.leave,0.5183,0.921785,-0.017183,9.835513,ECO.sell,0.4346
feel,EXS.spirit,0.3498,0.918491,-0.01719,6.628126,EMO.satisfaction,0.4592
huge,PRP.large,0.4277,0.938282,-0.017247,6.670906,PRP.light,0.6964
nutriment,MAT.food,0.5437,0.842495,-0.017345,7.252542,BOD.face,0.6419
astral,ELM.star,0.6393,0.77464,-0.017413,7.590742,ELM.sun,0.9724
writing,ACT.create,0.3332,0.819732,-0.017475,17.199277,FND.mind,0.4021
still,PER.soundless,0.537,0.952553,-0.017521,4.436689,PRP.light,0.6592
place upright,ACT.stand,0.4138,0.947495,-0.017531,4.908156,PRP.small,0.619
pitch blackness,PRP.dark,0.7716,0.889441,-0.01754,7.435454,ELM.darkness,0.7342
hand,BOD.hand,0.6175,0.913369,-0.017588,7.984075,BOD.face,0.5294
relish,PER.taste,0.6104,0.892372,-0.017595,12.95504,PER.untouched,0.4045
reasoning,FND.mind,0.5553,0.856242,-0.017678,9.484661,VAL.good,0.5653
follow,ACT.move,0.4389,0.87097,-0.01768,5.658358,EXS.matter,0.9004
suspicion,FND.intuition,0.5075,0.848388,-0.017702,8.465809,COG.confusion,0.9337
question,COG.think,0.3345,0.902799,-0.017738,8.672689,FND.mind,0.6466
get up,MAT.clothing,0.358,0.824019,-0.017746,8.313535,BOD.foot,0.6573
reposition,ACT.move,0.5428,0.900479,-0.017804,5.423008,PRP.fast,0.5522
pes,BOD.foot,0.5805,0.889707,-0.017813,8.272984,BOD.hand,0.518
economic value,ECO.price,0.564,0.870305,-0.017864,9.646249,EMO.manifest,0.5425
work,ACT.make,0.4246,0.906579,-0.018106,6.758875,ACT.build,0.5424
ending,CHG.end,0.5657,0.792672,-0.018155,6.623659,ABS.release,0.3751
tranquility,PER.soundless,0.4345,0.899341,-0.018276,5.91163,VAL.beauty,0.3166
distaste,EMO.dislike,0.7762,0.887598,-0.01831,6.827587,EMO.pride,0.9542
smell,PER.fragrance,0.7091,0.895823,-0.018339,5.869891,PRP.bright,0.7106
sound,PER.sound,0.612,0.86899,-0.018379,8.43342,NAT.river,0.7379
hope,EMO.wish,0.4249,0.936104,-0.018393,3.851328,EMO.hope,0.4192
muteness,COM.muteness,0.6867,0.931484,-0.018443,4.68935,EMO.dislike,0.6164
rear end,ACT.sit,0.5683,0.922025,-0.018572,7.106216,BOD.eye,0.4618
ground,ACT.arrive,0.3362,0.882952,-0.018586,5.537836,ACT.leave,0.3268
seeking,EMO.desire,0.4355,0.940059,-0.018668,6.612268,ABS.wise,0.7282
apprehension,EMO.fear,0.5552,0.938846,-0.018819,8.739242,EMO.anxiety,0.5771
harm,STA.wound,0.6129,0.932169,-0.018888,6.752757,STA.illness,0.7046
sumptuousness,STA.wealth,0.7291,0.921295,-0.018902,5.28467,PER.sweet,0.6332
purport,EXS.spirit,0.3294,0.896545,-0.018904,6.934231,COG.enlightenment,0.5216
animal foot,BOD.foot,0.5068,0.91269,-0.01892,7.63713,BOD.ear,0.4959
rest,SOC.rest,0.433,0.878989,-0.019043,9.127677,SOC.sleep,0.4722
savourlessness,PER.tasteless,0.814,0.963925,-0.019118,3.622262,PER.bitter,0.493
olfactory property,PER.fragrance,0.5553,0.867825,-0.019163,7.026998,MAT.drink,0.6446
narrow,PRP.narrow,0.5119,0.911388,-0.01921,5.68205,PRP.wide,0.7005
demolition,ACT.destroy,0.3368,0.929851,-0.019319,7.076729,PRP.dark,0.7238
switch,ACT.move,0.3346,0.885044,-0.019359,7.312853,EXS.matter,0.7912
filth,PRP.dirty,0.6394,0.91338,-0.019382,7.87292,ECO.waste,0.7147
pleasure,EMO.joy,0.629,0.908947,-0.019385,6.910384,EMO.wish,0.7421
contemn,EMO.contempt,0.5195,0.908507,-0.01942,6.94646,EMO.dislike,0.4816
cure,STA.healing,0.4949,0.903338,-0.019459,6.446597,EXS.vitality,0.5287
recognition,FND.memory,0.4736,0.909375,-0.019557,6.766198,COG.remember,0.518
healing,STA.healing,0.5996,0.918022,-0.019562,9.314431,EXS.vitality,0.6099
invention,ACT.make,0.6396,0.857779,-0.019611,14.120332,PRP.new,0.4968
ambition,EMO.desire,0.4331,0.925959,-0.019617,7.520017,EMO.hope,0.4325
past,TIM.past,0.5664,0.789144,-0.019729,21.071065,ABS.release,0.3513
flower petal,NAT.flower,0.3455,0.804727,-0.01983,15.590937,ACT.make,0.4307
foot,BOD.foot,0.5912,0.875784,-0.019857,10.548802,STA.wealth,0.4701
necrosis,EXS.death,0.4356,0.873468,-0.019887,13.509421,ACT.destroy,0.4271
ring,PER.sound,0.4641,0.818076,-0.019951,7.658256,NAT.flower,0.5884
parentage,BEI.parent,0.6366,0.903337,-0.020077,7.674595,EMO.forgiveness,0.4426
work,LOG.cause,0.5266,0.898372,-0.020208,11.221323,LOG.effect,0.6045
chemical substance,EXS.matter,0.4761,0.90768,-0.020232,5.060879,ELM.earth,0.9837
victual,MAT.food,0.715,0.861756,-0.020369,7.19823,BEI.root,0.7791
agitate,ACT.move,0.5281,0.805723,-0.020472,6.889137,ACT.build,0.3626
receive,ACT.obtain,0.3898,0.79284,-0.020489,14.512428,TIM.come,0.6432
slow,PRP.slow,0.5998,0.873593,-0.020608,12.720717,STA.wealth,0.5279
trade,ECO.sell,0.6097,0.871527,-0.020633,5.68867,SOC.defend,0.3952
elated,EMO.joy,0.7187,0.904512,-0.020636,7.121091,FND.intuition,0.5536
ferment,ACT.agitate,0.7136,0.827252,-0.020642,11.82435,COM.conduct,0.4456
innumerable,FND.numberless,0.4389,0.803352,-0.020677,8.487676,PRP.clear,0.5678
labour,FND.labor,0.5741,0.871147,-0.020699,8.757479,NAT.tree,0.4594
small-scale,PRP.small,0.4663,0.878272,-0.020759,7.012036,WLD.artless,0.7784
award,ACT.give,0.3427,0.668841,-0.020812,7.607146,SOC.request,0.3316
right,VAL.correct,0.6616,0.849395,-0.020834,5.10418,VAL.truth,0.4169
walking,BOD.foot,0.6089,0.872099,-0.020904,12.807974,ELM.moon,0.4813
trivial,PRP.shallow,0.3222,0.739896,-0.020933,11.381571,PRP.easy,0.6575
genetic disease,STA.illness,0.4056,0.823322,-0.021041,11.329192,STA.wound,0.5854
menace,STA.danger,0.5762,0.879606,-0.021044,7.617742,VAL.ugliness,0.9044
up-to-dateness,ECO.currency,0.5066,0.705807,-0.021249,8.206401,PRP.new,0.3428
stand up,ACT.stand,0.4462,0.917598,-0.021251,8.817029,SOC.rest,0.581
firing,ELM.fire,0.7017,0.879691,-0.021268,6.89183,PRP.hot,0.4104
trouble,EMO.worry,0.4823,0.931855,-0.021353,4.867289,EMO.anxiety,0.5546
zephyr,ELM.wind,0.5269,0.89203,-0.021356,5.370401,ELM.earth,0.9616
awe,EMO.fear,0.4474,0.864237,-0.021571,6.704981,EMO.sorrow,0.361
salty,PER.salty,0.624,0.962726,-0.021614,5.063791,PRP.light,0.6293
travail,FND.labor,0.4716,0.79046,-0.021615,13.542971,CHG.grow,0.5005
component,PRP.part,0.5566,0.889444,-0.021688,4.952631,BOD.hip,0.3449
earn,ECO.earn,0.3925,0.904337,-0.021821,12.325285,ECO.buy,0.6006
interrogative,EMO.doubt,0.4198,0.907083,-0.021829,5.677801,EMO.shame,0.3513
pain in the neck,STA.pain,0.342,0.914694,-0.021923,8.03686,VAL.ugliness,0.5954
sound,VAL.good,0.3561,0.870247,-0.022089,11.072646,VAL.sacred,0.6216
dull,PER.numb,0.5103,0.900008,-0.022149,7.292919,EMO.worry,0.8083
maculate,PRP.dirty,0.386,0.886881,-0.022303,11.023007,WLD.artless,0.5002
rickety,PRP.weak,0.6083,0.935811,-0.022543,5.766267,PER.tasteless,0.5208
speedy,PRP.fast,0.6737,0.864321,-0.022546,7.9123,PRP.short,0.5424
fearfulness,EMO.fear,0.5932,0.909862,-0.022572,5.695637,EMO.sorrow,0.6322
experimentation,COM.question,0.3618,0.804048,-0.022683,10.033425,WLD.science,0.3399
alert,SOC.awake,0.4815,0.873304,-0.022707,6.423656,EMO.patience,0.9415
disgrace,EMO.shame,0.5027,0.958185,-0.022724,6.083989,EMO.anger,0.635
hike,SOC.homeless,0.3473,0.826214,-0.022724,5.307123,STA.illness,0.3886
stand,ACT.stand,0.5162,0.930463,-0.022752,7.286288,PER.smell,0.6367
remembering,COG.think,0.4626,0.950136,-0.022869,7.048864,COG.remember,0.7297
sit,ACT.sit,0.6712,0.813904,-0.022878,11.806989,SOC.rest,0.449
business,SOC.work,0.3799,0.789458,-0.022885,6.148708,SOC.official,0.3416
darkness,PRP.dark,0.8876,0.890979,-0.022894,6.425416,ELM.darkness,0.5343
expression,BOD.face,0.7037,0.842264,-0.022948,11.362889,PRP.short,0.5573
remembrance,FND.memory,0.6246,0.913653,-0.022952,6.431046,COG.know,0.574
support,SOC.defend,0.4437,0.877415,-0.022997,6.929162,ACT.give,0.501
joy,EMO.joy,0.763,0.891167,-0.023022,8.373514,EMO.compassion,0.4975
story,FND.history,0.5465,0.777348,-0.02308,8.462809,WLD.religion,0.3417
roost,ACT.sit,0.3263,0.876976,-0.023116,8.114492,ELM.moon,0.6082
proceeds,ECO.income,0.4806,0.87485,-0.023271,11.445004,ABS.bound,0.4734
sapidity,PER.taste,0.6104,0.926282,-0.023286,10.822143,PER.soundless,0.446
cultivate,COM.teach,0.5442,0.871199,-0.023321,14.178047,EMO.apology,0.3912
lucre,ECO.income,0.4879,0.814336,-0.023321,12.866868,SOC.sleep,0.4954
